20 40|25.969871 21.813898 30.254034 60.712204 31.981624 66.464081 90.531662 99.084379 88.896536 92.144777 25.316029 82.401219 8.976713 58.177371 7.556171 9.915673 94.874575 12.683924 71.719787 52.713275 0.121715 79.317135 6.072785 88.666116 81.853906 49.627211 44.629902 2.786078 69.999003 3.91047 52.608015 92.53775 67.806545 11.652176 72.104214 70.161628 32.926389|20.00,14.84 21.11,15.51 22.22,14.16 23.33,9.29 24.44,13.88 25.56,8.37 26.67,4.51 27.78,3.15 28.89,4.78 30.00,4.26 31.11,14.95 32.22,5.82 33.33,17.56 34.44,9.69 35.56,17.79 36.67,17.41 37.78,3.82 38.89,16.97 40.00,7.52 41.11,10.57 42.22,18.98 43.33,6.31 44.44,18.03 45.56,4.81 46.67,5.90 47.78,11.06 48.89,11.86 50.00,18.55 51.11,7.80 52.22,18.37 53.33,10.58 54.44,4.19 55.56,8.15 56.67,17.14 57.78,7.46 58.89,7.77 60.00,13.73
20 22|5.5|20.00,18.12 42.00,18.12
0 22|5.5|0.00,18.12 22.00,18.12
20 40|5.5|20.00,18.12 60.00,18.12
20 22|1.0 99.0|20.00,18.84 42.00,3.16
0 22|1.0 99.0|0.00,18.84 22.00,3.16
20 40|1.0 99.0|20.00,18.84 60.00,3.16
20 22|103.44934 72.60271 46.166765 64.130357 24.108533 25.946823 122.216307 35.92193 103.393895 38.692875 10.448872 -19.775817 134.151514 100.258628 137.099503 74.244013 -10.017088 6.127663 -12.125962 77.964266 79.520729 132.88848 27.365413 17.324474 15.390347 3.549428 -15.428006 58.99489 47.190556 38.886033 132.187999 30.197331 112.342623 65.192735 -3.547706 -15.26435 77.495741 119.889198 -11.950843 92.329235 17.196502 89.942392 113.289037 96.347242 19.133716 4.966367 134.744321 126.510867 127.745713 66.572741 -11.786822 39.006965 125.604339 -9.281046 27.247514 -13.232657 120.863017 36.582022 -6.838209 36.983017 12.597462 49.337392 78.575409 85.27686 -4.567351 65.502329 -11.019771 50.647751 109.274422 21.995351 111.600721 19.051667 42.919808 106.791489 -19.422461 68.648349 65.854563 94.368265 131.665769 91.119859 15.768626 11.847924 57.086013 25.020081 68.521485 -5.660573 91.024026 46.662768 -12.003491 -0.698082 129.62883 115.862688 120.984287 42.358165 137.500763 7.208008 96.165594 130.697877 13.377054 -19.32406 0.225962 -6.630768 108.569547 76.981463 56.224577 -1.675004 82.797382 1.903503 1.384761 75.01347 82.960219 108.142151 112.275559 1.950738 28.642631 3.025823 58.59047 -15.464004 118.820249 89.068215|20.00,9.18 21.00,9.38 22.00,9.07 23.00,13.93 24.00,12.52 25.00,11.16 26.00,12.75 27.00,9.82 28.00,9.07 29.00,8.18 30.00,11.73 31.00,14.66 32.00,11.66 33.00,10.08 34.00,8.48 35.00,10.17 36.00,11.60 37.00,9.40 38.00,9.42 39.00,13.33 40.00,14.45 41.00,7.48 42.00,11.55
0 22|103.44934 72.60271 46.166765 64.130357 24.108533 25.946823 122.216307 35.92193 103.393895 38.692875 10.448872 -19.775817 134.151514 100.258628 137.099503 74.244013 -10.017088 6.127663 -12.125962 77.964266 79.520729 132.88848 27.365413 17.324474 15.390347 3.549428 -15.428006 58.99489 47.190556 38.886033 132.187999 30.197331 112.342623 65.192735 -3.547706 -15.26435 77.495741 119.889198 -11.950843 92.329235 17.196502 89.942392 113.289037 96.347242 19.133716 4.966367 134.744321 126.510867 127.745713 66.572741 -11.786822 39.006965 125.604339 -9.281046 27.247514 -13.232657 120.863017 36.582022 -6.838209 36.983017 12.597462 49.337392 78.575409 85.27686 -4.567351 65.502329 -11.019771 50.647751 109.274422 21.995351 111.600721 19.051667 42.919808 106.791489 -19.422461 68.648349 65.854563 94.368265 131.665769 91.119859 15.768626 11.847924 57.086013 25.020081 68.521485 -5.660573 91.024026 46.662768 -12.003491 -0.698082 129.62883 115.862688 120.984287 42.358165 137.500763 7.208008 96.165594 130.697877 13.377054 -19.32406 0.225962 -6.630768 108.569547 76.981463 56.224577 -1.675004 82.797382 1.903503 1.384761 75.01347 82.960219 108.142151 112.275559 1.950738 28.642631 3.025823 58.59047 -15.464004 118.820249 89.068215|0.00,9.18 1.00,9.38 2.00,9.07 3.00,13.93 4.00,12.52 5.00,11.16 6.00,12.75 7.00,9.82 8.00,9.07 9.00,8.18 10.00,11.73 11.00,14.66 12.00,11.66 13.00,10.08 14.00,8.48 15.00,10.17 16.00,11.60 17.00,9.40 18.00,9.42 19.00,13.33 20.00,14.45 21.00,7.48 22.00,11.55
20 40|103.44934 72.60271 46.166765 64.130357 24.108533 25.946823 122.216307 35.92193 103.393895 38.692875 10.448872 -19.775817 134.151514 100.258628 137.099503 74.244013 -10.017088 6.127663 -12.125962 77.964266 79.520729 132.88848 27.365413 17.324474 15.390347 3.549428 -15.428006 58.99489 47.190556 38.886033 132.187999 30.197331 112.342623 65.192735 -3.547706 -15.26435 77.495741 119.889198 -11.950843 92.329235 17.196502 89.942392 113.289037 96.347242 19.133716 4.966367 134.744321 126.510867 127.745713 66.572741 -11.786822 39.006965 125.604339 -9.281046 27.247514 -13.232657 120.863017 36.582022 -6.838209 36.983017 12.597462 49.337392 78.575409 85.27686 -4.567351 65.502329 -11.019771 50.647751 109.274422 21.995351 111.600721 19.051667 42.919808 106.791489 -19.422461 68.648349 65.854563 94.368265 131.665769 91.119859 15.768626 11.847924 57.086013 25.020081 68.521485 -5.660573 91.024026 46.662768 -12.003491 -0.698082 129.62883 115.862688 120.984287 42.358165 137.500763 7.208008 96.165594 130.697877 13.377054 -19.32406 0.225962 -6.630768 108.569547 76.981463 56.224577 -1.675004 82.797382 1.903503 1.384761 75.01347 82.960219 108.142151 112.275559 1.950738 28.642631 3.025823 58.59047 -15.464004 118.820249 89.068215|20.00,5.19 21.00,11.83 22.00,10.37 23.00,11.05 24.00,8.33 25.00,9.71 26.00,14.52 27.00,7.97 28.00,17.07 29.00,13.34 30.00,9.98 31.00,10.19 32.00,9.53 33.00,11.61 34.00,7.95 35.00,12.58 36.00,3.00 37.00,13.37 38.00,12.21 39.00,11.72 40.00,16.36 41.00,7.63 42.00,15.51 43.00,9.79 44.00,10.36 45.00,10.01 46.00,5.12 47.00,10.45 48.00,13.99 49.00,10.49 50.00,16.51 51.00,3.00 52.00,11.02 53.00,7.82 54.00,18.99 55.00,6.56 56.00,14.48 57.00,10.50 58.00,8.23 59.00,14.19 60.00,8.92
